freq_mean_320,freq_std_320,noise_mean_320,noise_std_320,color_mean_320,color_std_320,edge_mean_320,edge_std_320,lapvar_mean_320,lapvar_std_320,temporal_mean_320,temporal_std_320,freq_mean_640,freq_std_640,noise_mean_640,noise_std_640,color_mean_640,color_std_640,edge_mean_640,edge_std_640,lapvar_mean_640,lapvar_std_640,temporal_mean_640,temporal_std_640,path,label
2.631251770378701,0.10759918196907431,0.0030968411359936,0.0004751775205586031,7.855047702789307,0.020376889687250908,130.32591857910157,3.192167443444473,2706.298658133425,609.318431782165,0.46320922486956484,0.2710578254449911,3.0786921998162855,0.06835103066812032,0.0011545873363502323,0.0003188815118964213,7.873934936523438,0.0048749676154573145,93.09413299560546,5.830252669660095,763.3495020911909,230.12470851741656,0.5042043208394097,0.2681271125005232,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_10041403.mp4,0
2.3819396563321464,0.1208539752294222,0.00288073793053627,0.0005144184912619812,7.773683834075928,0.021108014468052293,96.39236755371094,2.3658892008950705,2846.436988343641,713.1771719055047,0.1756027562925923,0.09105360270527273,2.5131508158899547,0.22830162318324596,0.0020024541532620787,0.0008948411052217591,7.789101791381836,0.018244918370066646,82.69385528564453,9.026596585216744,1813.8354796767737,1009.1918682935378,0.25944438128324376,0.13301839879319333,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_10117843.mp4,0
2.8154893163157984,0.05493672160392108,0.0003641748509835452,2.6460265479959526e-05,7.742204666137695,0.04169591903582259,38.93468551635742,0.28741779411026736,289.70060336377554,31.786737614006107,0.20141601559903305,0.10377151796310867,2.981505138739073,0.07282664582867628,0.0001873470828286372,3.432297480413702e-05,7.788508415222168,0.00917098060914495,26.758230209350586,0.900165653576724,128.66489142354328,24.877647496692397,0.21291634645468652,0.10912811188495204,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_10178305.mp4,0
2.7655792013703375,0.08076621395736203,0.001053008553571999,0.00013220944450613288,7.901211547851562,0.014172192963547884,61.511085510253906,1.249749413514845,815.521243795871,140.288220475434,0.2893966751151062,0.15053076933390364,3.042594599587028,0.12179663241540732,0.00041299066215287893,0.00010237278430363105,7.904980278015136,0.008899187212048647,39.27426528930664,1.8023860716842486,278.577496652263,84.69901509174558,0.27875884982223714,0.14214769309067038,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_10222212.mp4,0
2.8425231484449633,0.11047938842445146,0.0006034108751919121,0.0001555159694509567,7.84340181350708,0.06822810685326158,55.515909576416014,3.776798321777373,498.0903295779275,157.40694384952283,0.5591881257145358,0.2802044972078352,3.060240604731191,0.14263644594325134,0.0002377773926127702,8.589390939177999e-05,7.8611595153808596,0.05584133550245566,37.67322616577148,4.286787263122563,174.64634522404762,73.19295161594012,0.46213844641731117,0.23151099168822661,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_10570665.mp4,0
2.4053796613375606,0.09863672931838005,0.002195916068740189,0.00030774817156188893,7.861235332489014,0.017551592596146873,87.19320678710938,1.4468463174778772,2305.84104424003,422.6385994808018,0.4348165991975407,0.21797919736189086,2.4571520049047955,0.18397461173163848,0.0017450331011787056,0.0005093656826911661,7.907999801635742,0.0040296552308425986,69.51010055541992,4.560176841289171,1710.6748134520992,572.9973126700728,0.42218952020125505,0.2113818006189255,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_11207915.mp4,0
2.687467477752817,0.07199018151066011,0.0019123132806271315,0.0002166533181650595,7.923187255859375,0.029189373358474113,88.56388397216797,1.5630867966244157,1579.9917089296994,239.62527273084518,0.06831239527867265,0.04060254625006897,2.895875152075844,0.11717814176474732,0.0008842369192279875,0.00021711101177038057,7.949229145050049,0.003063927189887208,60.283678436279295,2.7417931842142647,658.9670227237391,193.36438414350704,0.08880179297117849,0.04995176882315723,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_1122526.mp4,0
2.3090530690259556,0.09927795043676925,0.0055182849057018755,0.0007465563937138081,7.816250610351562,0.029313261762146055,143.75277099609374,2.80508257742774,5433.413817927457,1030.0038702758245,0.5360696001752354,0.2701266260396576,2.5687681731432463,0.16893054186411668,0.0035225564613938333,0.0011195295802566847,7.825841808319092,0.02462426660538812,114.33830413818359,8.925609576954626,2900.9287632918667,1088.6814936070223,0.5691909652682547,0.2852243334410337,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_11269269.mp4,0
2.170361994591722,0.11045605735444813,0.008940191939473152,0.001837408293539897,7.886641120910644,0.028116022842507183,172.0047180175781,16.16853940908775,9236.791254282105,2296.692925018951,0.6515657045203105,0.3281918461485596,2.5637900173528965,0.14773159036709083,0.0051236542407423254,0.0016455655285440723,7.904573917388916,0.018544627496320354,149.49122314453126,18.60912532525653,4155.337142133687,1572.8326470696345,0.6369576835295345,0.32049512461977064,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_12554614.mp4,0
2.206350372560177,0.10325323270722041,0.004333794489502907,0.0006875210550882288,7.87095365524292,0.020652329387230918,110.39473114013671,3.985364919635769,4564.9052390299485,935.6935767596112,0.05865728693407235,0.03338351347833257,2.3287822839041334,0.22629978749735957,0.003811204363591969,0.0013561347599256308,7.8994134902954105,0.007943331429854669,103.37796173095703,11.155025832031088,3556.8776938888054,1478.275372977771,0.12017552758641319,0.07725423068755714,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_1270564.mp4,0
2.687469969128237,0.11472046358578805,0.001353066018782556,0.00022256776206137463,7.834777069091797,0.02860316170430832,85.68104705810546,1.5700797634039807,1195.188117733774,290.8993800737734,0.3591830228651095,0.18879966415209873,2.873639952914853,0.2073075073569195,0.0007181671564467252,0.00027683080536601383,7.851339340209961,0.008123466066412871,61.66856384277344,4.75160953765327,560.5565110113664,260.12103389490056,0.3975954346094203,0.20375462942911146,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_12788760.mp4,0
2.9784862155057725,0.08707968704938017,0.0006758780975360424,0.00012699135273860457,7.92856273651123,0.02483707752356278,59.839054107666016,1.9295612452264903,473.26909864638657,116.93873633388317,0.378321577882592,0.20228694260241703,3.240362482864584,0.07679332357690435,0.00021801410475745796,6.978045029089558e-05,7.938903713226319,0.007741646894303996,35.822784423828125,1.8859206881797625,129.28059301867944,43.8669146041133,0.323264792437769,0.16968481197488758,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_13736532.mp4,0
2.5363321286643243,0.07635356493239162,0.00938249733299017,0.0009504179340845215,7.870406913757324,0.026574253051894575,252.51690673828125,5.245050954995377,7984.894501904417,1146.2544595926743,0.10679377297097406,0.05548257650614906,3.0587904979738836,0.06652303549543388,0.0031933150254189967,0.000627924834790617,7.861108589172363,0.027439045911939953,185.15740966796875,10.4386696755828,2103.553226754369,494.55328825780026,0.1543638863811304,0.0785326683904381,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_15338081.mp4,0
3.0147173841112087,0.5025016371214889,0.00040494000422768294,0.00024523178175590567,6.244791889190674,3.1225776547357023,29.150010681152345,14.650308354744997,346.5504556978805,224.3711817879801,0.4637281782035304,0.30963494387913604,3.159559380629119,0.43584361707055147,0.00020222609164193272,0.00014790782765589222,6.2542298316955565,3.127189058722699,19.603378677368163,10.082537694500076,146.07820469743893,110.36921790618608,0.4137325154143022,0.31140735023884475,C:\Users\Lee\Documents\AI_Training_Data\human_norm_vid\q_1581371.mp4,0
